,TOTAL SAT
691,1081.37
692,141.64
693,762.75
694,2290.75
695,0.0
696,23194.6
697,2759.3
698,23787.08
699,5000.0
700,2989.92
701,481.3
702,1893.41
703,15111.84
704,26693.32
705,1746.11
706,0.0
707,80.0
708,22805.64
709,12373.2
710,0.0
711,568.4
712,0.0
713,209.0
714,6960.0
715,6960.0
716,0.0
717,5213.21
718,1717.25
719,6439.6
720,6440.3
721,0.0
722,0.0
723,2898.09
724,707.03
725,89.49
726,0.0
727,0.0
728,1539.3
729,0.0
730,0.0
731,0.0
732,345.8
733,4899.0
734,329.44
735,4688.51
736,852.6
737,5100.01
738,2797.22
739,438.48
740,24113.99
741,2196.85
742,1210.2
743,249.0
744,386.28
745,350.0
746,384.98
747,41627.5
748,1518.12
749,1999.0
750,3687.0
751,40.61
752,649.6
753,20880.0
754,2320.0
755,-4688.51
756,2803.88
757,24171.38
758,-2242.79
759,2261.37
760,2703.54
761,0.0
762,3907.5
763,8700.0
764,0.0
765,-9068.27
766,9068.27
767,28599.99
768,1147.5
769,3074.0
770,0.0
771,110.0
772,10348.0
773,0.0
774,1981.09
775,7335.84
776,707.03
777,2273.83
778,2620.78
779,7051.66
780,7051.66
781,1135.85
782,86.0
783,86.0
784,0.0
785,1400.07
786,22592.97
787,172.0
788,1420.91
789,31284.56
790,0.0
791,0.0
792,399.0
793,172.0
794,3327.0
795,1566.0
796,482.4
797,0.0
798,280.0
799,2879.12
800,24786.66
801,41607.78
802,3089.08
803,0.0
804,1928.8
805,1006.88
806,1450.01
807,8185.6
808,2738.1
809,247.0
810,23604.31
811,1086.83
812,682.75
813,796.92
814,869.15
815,5204.16
816,1634.51
817,9662.37
818,1634.51
819,9662.37
820,-1634.51
821,-9662.37
822,822.85
823,86.0
824,1651.0
825,28600.0
826,588.0
827,220.0
828,0.0
829,2989.92
830,0.0
831,725.0
832,0.0
833,19962.68
834,0.0
835,9801.39
836,6439.6
837,6440.3
838,54.0
839,1795.71
840,822.85
841,-822.85
842,884.01
843,1082.7
844,5213.21
845,0.0
846,566.2
847,0.0
848,0.0
849,0.0
850,1717.25
851,2955.71
852,25480.29
853,0.0
854,0.0
855,5100.01
856,438.48
857,5800.0
858,1518.09
859,2686.82
860,1539.3
861,529.2
862,649.99
863,329.44
864,0.0
865,10348.0
866,0.0
867,1931.0
868,0.0
869,0.0
870,294.02
871,4212.0
872,399.99
873,2931.56
874,386.28
875,25272.06
876,674.95
877,0.0
878,5000.01
879,456.0
880,1124.22
881,399.0
882,65.8
883,4194.19
884,3907.5
885,338.0
886,2320.0
887,28600.0
888,7830.0
889,0.0
890,280.0
891,1694.55
892,7335.84
893,2932.51
894,25280.25
895,9126.88
896,6374.8
897,1003.49
898,35759.44
899,0.0
900,5204.16
901,960.0
902,1260.36
903,2223.36
904,1763.97
905,0.0
906,22585.21
907,3077.0
908,179.2
909,2943.23
910,25372.63
911,1787.19
912,480.0
913,170.01
914,1246.41
915,3089.08
916,1171.0
917,226.91
918,701.68
919,0.0
920,5348.0
921,2989.92
922,2789.8
923,1162.75
924,0.0
925,500.0
926,1026.6
927,-1026.6
928,2931.83
929,25274.43
930,28600.0
931,0.0
932,8697.2
933,706.8
934,706.8
935,480.0
936,0.0
937,20498.5
938,13463.74
939,558.5
940,2510.9
941,1004.11
942,0.0
943,870.36
944,5213.21
945,531.19
946,350.0
947,6439.6
948,6440.3
949,9807.07
950,568.4
951,0.0
952,24786.66
953,0.0
954,0.0
955,0.0
956,1717.25
957,1539.3
958,280.0
959,170.52
960,1980.0
961,0.0
962,2902.99
963,0.0
964,0.0
965,0.0
966,0.0
967,893.2
968,29.0
969,338.0
970,767.92
971,0.0
972,185.6
973,1705.2
974,5100.01
975,2652.38
976,22865.34
977,0.0
978,0.0
979,1026.6
980,-1026.6
981,249.01
982,1637.28
983,2961.5
984,7411.89
985,736.37
986,386.28
987,1160.0
988,527.15
989,676.0
990,0.0
991,2095.54
992,0.0
993,3032.48
994,26142.03
995,3166.8
996,42516.64
997,500.0
998,189.6
999,0.0
1000,28600.0
1001,1223.72
1002,1624.0
1003,577.0
1004,6093.64
1005,2320.0
1006,4110.0
1007,7335.84
1008,2436.0
1009,2172.23
1010,0.0
1011,99.0
1012,0.0
1013,117.91
1014,104.95
1015,5204.16
1016,2674.04
1017,23052.08
1018,252.0
1019,0.0
1020,480.75
1021,127.99
1022,500.0
1023,-189.6
1024,280.0
1025,755.17
1026,-189.6
1027,10348.0
1028,477.0
1029,265.74
1030,585.74
1031,0.0
1032,3089.08
1033,249.4
1034,41145.41
1035,0.0
1036,912.92
1037,399.0
1038,0.0
1039,333.0
1040,0.0
1041,546.15
1042,154.7
1043,2296.8
1044,7674.0
1045,2553.06
1046,0.0
1047,22009.17
1048,0.0
1049,250.49
1050,24786.66
1051,1931.4
1052,1509.0
1053,756.25
1054,0.0
1055,28600.0
1056,362.81
1057,541.45
1058,288.69
1059,0.0
1060,19516.61
1061,10657.92
1062,2989.92
1063,6439.6
1064,6440.3
1065,9807.07
1066,998.5
1067,1717.25
1068,5213.21
1069,390.0
1070,0.0
1071,0.0
1072,0.0
1073,0.0
1074,0.0
1075,0.0
1076,5100.01
1077,2932.17
1078,438.48
1079,25277.31
1080,2667.2
1081,118.51
1082,329.44
1083,568.4
1084,0.0
1085,0.0
1086,0.0
1087,1539.3
1088,0.0
1089,0.0
1090,0.0
1091,1136.8
1092,0.0
1093,168.0
1094,-349.5
1095,0.0
1096,386.28
1097,99.0
1098,2262.0
1099,749.41
1100,2852.75
1101,1940.0
1102,24592.65
1103,3907.5
1104,3907.5
1105,2320.0
1106,10348.0
1107,210.82
1108,1079.28
1109,2352.19
1110,270.0
1111,15253.33
1112,13346.66
1113,1549.54
1114,299.0
1115,399.0
1116,1095.04
1117,-1095.04
1118,224.77
1119,24936.48
1120,0.0
1121,19745.95
1122,2892.63
1123,7335.84
1124,2120.45
1125,5204.16
1126,961.38
1127,694.84
1128,249.4
1129,3095.0
1130,2041.73
1131,3330.46
1132,0.0
1133,3089.08
1134,325.7
1135,0.0
1136,24228.06
1137,210.0
1138,1402.08
1139,0.0
1140,2810.45
1141,1000.14
1142,479.8
1143,1053.93
1144,708.0
1145,94.0
1146,38.0
1147,276.0
1148,258.0
1149,116.0
1150,1500.01
1151,1912.5
1152,7162.4
1153,240.0
1154,312.0
1155,0.0
1156,256.0
1157,28600.0
1158,2989.92
1159,399.99
1160,0.0
1161,0.0
1162,27368.43
1163,6585.11
1164,2933.45
1165,3758.4
1166,2578.68
1167,0.0
1168,20734.37
1169,10085.41
1170,870.0
1171,0.0
1172,5213.21
1173,23283.28
1174,6439.6
1175,6440.3
1176,9807.07
1177,568.4
1178,0.0
1179,5100.0
1180,1717.25
1181,2700.86
1182,0.0
1183,739.96
1184,2666.13
1185,438.48
1186,350.0
1187,1684.32
1188,0.0
1189,0.0
1190,0.0
1191,0.0
1192,0.0
1193,0.0
1194,0.0
1195,399.0
1196,630.0
1197,1095.04
1198,-1095.04
1199,375.83
1200,329.44
1201,0.0
1202,6936.8
1203,480.0
1204,386.28
1205,23269.38
1206,5348.0
1207,0.0
1208,2699.25
1209,0.0
1210,1579.95
1211,59.0
1212,252.0
1213,439.0
1214,580.0
1215,28600.0
1216,5204.16
1217,21630.09
1218,699.0
1219,2320.0
1220,60.0
1221,7335.84
1222,2900.0
1223,2509.09
1224,5282.0
1225,0.0
1226,1761.51
1227,3907.5
1228,2068.01
1229,634.08
1230,129.48
1231,20162.63
1232,434.44
1233,2338.87
1234,3089.08
1235,1500.01
1236,0.0
1237,5278.0
1238,10348.0
1239,1143.19
1240,1000.0
1241,500.0
1242,38288.81
1243,3830.45
1244,3100.0
1245,0.0
1246,2989.92
1247,28600.0
1248,974.4
1249,162.4
1250,21644.35
1251,210.0
1252,0.0
1253,2510.74
1254,0.0
1255,11156.68
1256,19585.32
1257,6439.6
1258,6440.3
1259,9807.07
1260,2135.16
1261,5213.21
1262,2475.0
1263,568.4
1264,0.0
1265,4698.0
1266,1717.25
1267,0.0
1268,0.0
1269,3001.32
1270,300.0
1271,90.0
1272,0.0
1273,0.0
1274,0.0
1275,1999.0
1276,369.0
1277,599.0
1278,283.0
1279,258.0
1280,795.6
1281,767.92
1282,1684.32
1283,2578.68
1284,398.99
1285,608.16
1286,21533.08
1287,719.1
1288,0.0
1289,5100.0
1290,0.0
1291,2772.0
1292,0.0
1293,1095.04
1294,2068.01
1295,1720.52
1296,2497.84
1297,2154.69
1298,299.0
1299,3329.0
1300,1665.0
1301,31204.36
1302,791.41
1303,2320.0
1304,4679.1
1305,399.0
1306,780.0
1307,386.28
1308,3907.5
1309,5687.81
1310,21799.95
1311,1113.6
1312,546.65
1313,2528.79
1314,5204.16
1315,28600.0
1316,799.9
1317,0.0
1318,7335.84
1319,158.0
1320,0.0
1321,0.0
1322,264.0
1323,936.61
1324,37324.88
1325,823.81
1326,2014.9
1327,4329.69
1328,2013.44
1329,27368.43
1330,28409.98
1331,4532.0
1332,279.91
1333,20891.65
1334,5982.05
1335,0.0
1336,10348.0
1337,28600.0
1338,455.6
1339,2423.43
1340,23345.25
1341,2418.62
1342,1199.0
1343,2708.05
1344,1299.0
1345,1199.0
1346,20299.31
1347,0.0
1348,7162.4
1349,0.0
1350,3089.08
1351,0.0
1352,0.0
1353,4235.69
1354,0.0
1355,2989.92
1356,2105.19
1357,0.0
1358,11449.6
1359,0.0
1360,17826.62
